1000,1467165598.705302,1467165600.438525,0:00:01.73,Cervical cancer,3013,2,16,229,24740973,Environmental scan of anal cancer screening practices: worldwide survey results.,"[['Patel J', 'Sunnybrook Health Sciences Centre, Toronto, Canada.'], ['Salit IE', 'Not found'], ['Berry MJ', 'Not found'], ['de Pokomandy A', 'Not found'], ['Nathan M', 'Not found'], ['Fishman F', 'Not found'], ['Palefsky J', 'Not found'], ['Tinmouth J', 'Not found']]","[u'Sunnybrook Health Sciences Centre, Toronto, Canada.']",Cancer medicine,Cancer Med,"[u""Research Support, Non-U.S. Gov't""]","['Anus Neoplasms/diagnosis*', 'Anus Neoplasms/epidemiology', 'Anus Neoplasms/therapy', 'Cancer Care Facilities', 'Carcinoma, Squamous Cell/diagnosis*', 'Carcinoma, Squamous Cell/epidemiology', 'Carcinoma, Squamous Cell/therapy', 'Early Detection of Cancer/economics', 'Early Detection of Cancer/statistics & numerical data', 'Global Health', 'Health Care Surveys', 'Humans']",Cancer Med. 2014 Aug;3(4):1052-61. doi: 10.1002/cam4.250. Epub 2014 Apr 16.,2014-08-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24740973,http://dx.doi.org/10.1002/cam4.250
1000,1467165599.600625,1467165601.079686,0:00:01.48,Cervical cancer,3013,2,16,204,24961359,"Human papillomavirus vaccine acceptance among young men in Bangalore, India.","[['Belani HK', ""St John's National Academy of Health Sciences, Bangalore, India.""], ['Sekar P', 'Not found'], ['Guhaniyogi R', 'Not found'], ['Abraham A', 'Not found'], ['Bohjanen PR', 'Not found'], ['Bohjanen K', 'Not found']]","[u""St John's National Academy of Health Sciences, Bangalore, India.""]",International journal of dermatology,Int J Dermatol,"[u""Research Support, Non-U.S. Gov't""]","['Adolescent', 'Adult', 'Condoms/utilization', 'Dermatology', 'Female', 'Health Knowledge, Attitudes, Practice', 'Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18', 'Humans', 'India', 'Male', 'Middle Aged', 'Papillomavirus Infections/prevention & control*', 'Papillomavirus Vaccines*/adverse effects', 'Papillomavirus Vaccines*/economics', 'Patient Acceptance of Health Care*', 'Reproductive Techniques, Assisted', 'Surveys and Questionnaires', 'Uterine Cervical Neoplasms/prevention & control*', 'Young Adult']",Int J Dermatol. 2014 Nov;53(11):e486-91. doi: 10.1111/ijd.12401. Epub 2014 Jun 25.,2014-11-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24961359,http://dx.doi.org/10.1111/ijd.12401
1000,1467165600.080575,1467165601.594462,0:00:01.51,Cervical cancer,3013,2,16,217,24842273,Suppression of stromal interaction molecule 1 inhibits SMMC7721 hepatocellular carcinoma cell proliferation by inducing cell cycle arrest.,"[['Wu Z', ""The Liver Transplantation Center, the First Affiliated Hospital of Nanjing Medical University, Nanjing, People's Republic of China.""], ['Qing J', 'Not found'], ['Xia Y', 'Not found'], ['Wang K', 'Not found'], ['Zhang F', 'Not found']]","[u""The Liver Transplantation Center, the First Affiliated Hospital of Nanjing Medical University, Nanjing, People's Republic of China.""]",Biotechnology and applied biochemistry,Biotechnol Appl Biochem,Not found,"['Carcinoma, Hepatocellular/pathology*', 'Cell Cycle Checkpoints/genetics*', 'Cell Line, Tumor', 'Cell Proliferation/genetics', 'G0 Phase/genetics', 'G1 Phase Cell Cycle Checkpoints/genetics', 'Gene Expression Regulation, Neoplastic/genetics', 'Gene Knockdown Techniques', 'Humans', 'Lentivirus/genetics', 'Liver Neoplasms/pathology*', 'Membrane Proteins/deficiency', 'Membrane Proteins/genetics*', 'Membrane Proteins/metabolism*', 'Neoplasm Proteins/deficiency', 'Neoplasm Proteins/genetics*', 'Neoplasm Proteins/metabolism*', 'RNA Interference*']",Biotechnol Appl Biochem. 2015 Jan-Feb;62(1):107-11. doi: 10.1002/bab.1245. Epub 2014 Dec 15.,Not found,http://www.ncbi.nlm.nih.gov/pubmed/24842273,http://dx.doi.org/10.1002/bab.1245
1000,1467165598.384794,1467165601.818394,0:00:03.43,Cervical cancer,3013,2,16,242,24692002,Untypable human papillomavirus infection and risk of cervical intraepithelial neoplasia among women with abnormal cervical cytology.,"[['Spinillo A', 'Department of Obstetrics and Gynecology, University of Pavia, IRCCS Fondazione Policlinico San Matteo, Pavia, Italy.'], ['Gardella B', 'Not found'], ['Roccio M', 'Not found'], ['Alberizzi P', 'Not found'], ['Silini EM', 'Not found'], ['Dal Bello B', 'Not found']]","[u'Department of Obstetrics and Gynecology, University of Pavia, IRCCS Fondazione Policlinico San Matteo, Pavia, Italy.']",Journal of medical virology,J Med Virol,Not found,"['Adult', 'Aged', 'Cervical Intraepithelial Neoplasia/epidemiology*', 'Cervical Intraepithelial Neoplasia/pathology', 'Cervical Intraepithelial Neoplasia/virology*', 'Female', 'Humans', 'Middle Aged', 'Papillomaviridae/classification*', 'Papillomaviridae/isolation & purification*', 'Papillomavirus Infections/complications*', 'Papillomavirus Infections/virology*', 'Risk Assessment', 'Young Adult']",J Med Virol. 2014 Jul;86(7):1145-52. doi: 10.1002/jmv.23938. Epub 2014 Apr 1.,2014-07-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24692002,http://dx.doi.org/10.1002/jmv.23938
1000,1467165600.446068,1467165602.044961,0:00:01.60,Cervical cancer,3013,2,16,230,24740764,Influence of HPV type on prognosis in patients diagnosed with invasive cervical cancer.,"[['Cuschieri K', 'Scottish HPV Reference Laboratory, Royal Infirmary of Edinburgh, Edinburgh, United Kingdom.'], ['Brewster DH', 'Not found'], ['Graham C', 'Not found'], ['Nicoll S', 'Not found'], ['Williams AR', 'Not found'], ['Murray GI', 'Not found'], ['Millan D', 'Not found'], ['Johannessen I', 'Not found'], ['Hardie A', 'Not found'], ['Cubie HA', 'Not found']]","[u'Scottish HPV Reference Laboratory, Royal Infirmary of Edinburgh, Edinburgh, United Kingdom.']",International journal of cancer,Int J Cancer,"[u""Research Support, Non-U.S. Gov't""]","['Adult', 'Aged', 'Cohort Studies', 'Cross-Sectional Studies', 'DNA, Viral/genetics', 'Female', 'Follow-Up Studies', 'Genotype', 'Humans', 'Middle Aged', 'Neoplasm Invasiveness', 'Neoplasm Staging', 'Papillomaviridae/classification*', 'Papillomaviridae/genetics', 'Papillomaviridae/isolation & purification', 'Papillomavirus Infections/complications*', 'Papillomavirus Infections/virology', 'Papillomavirus Vaccines/therapeutic use', 'Prognosis', 'Survival Rate', 'Uterine Cervical Neoplasms/mortality*', 'Uterine Cervical Neoplasms/pathology', 'Uterine Cervical Neoplasms/therapy', 'Uterine Cervical Neoplasms/virology*']",Int J Cancer. 2014 Dec 1;135(11):2721-6. doi: 10.1002/ijc.28902. Epub 2014 Apr 29.,2014-12-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24740764,http://dx.doi.org/10.1002/ijc.28902
1000,1467165601.087314,1467165602.982222,0:00:01.89,Cervical cancer,3013,2,16,205,24939083,Nucleic acid-based assays for the detection of high-risk human papillomavirus: a technical review.,"[['Gibson JS', 'Department of Clinical Sciences, University of Central Florida College of Medicine, Orlando, Florida.']]","[u'Department of Clinical Sciences, University of Central Florida College of Medicine, Orlando, Florida.']",Cancer cytopathology,Cancer Cytopathol,[u'Review'],"['DNA, Viral/analysis*', 'Humans', 'Papillomaviridae/classification', 'Papillomaviridae/genetics', 'Papillomaviridae/isolation & purification*', 'RNA, Viral/analysis*', 'United States', 'United States Food and Drug Administration']",Cancer Cytopathol. 2014 Sep;122(9):639-45. doi: 10.1002/cncy.21451. Epub 2014 Jun 17. Review.,2014-09-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24939083,http://dx.doi.org/10.1002/cncy.21451
1000,1467165601.828348,1467165603.528939,0:00:01.70,Cervical cancer,3013,2,16,243,24689999,Heat shock protein 70 is involved in malignant behaviors and chemosensitivities to cisplatin in cervical squamous cell carcinoma cells.,"[['Yoshidomi K', 'Department of Obstetrics and Gynecology, Yamaguchi University Graduate School of Medicine, Ube, Japan.'], ['Murakami A', 'Not found'], ['Yakabe K', 'Not found'], ['Sueoka K', 'Not found'], ['Nawata S', 'Not found'], ['Sugino N', 'Not found']]","[u'Department of Obstetrics and Gynecology, Yamaguchi University Graduate School of Medicine, Ube, Japan.']",The journal of obstetrics and gynaecology research,J Obstet Gynaecol Res,"[u""Research Support, Non-U.S. Gov't""]","['Antineoplastic Agents/pharmacology*', 'Apoptosis/drug effects', 'Carcinoma, Squamous Cell/drug therapy', 'Carcinoma, Squamous Cell/pathology*', 'Cell Proliferation/drug effects', 'Cisplatin/pharmacology*', 'Female', 'HSP70 Heat-Shock Proteins/physiology*', 'Humans', 'Tumor Cells, Cultured', 'Uterine Cervical Neoplasms/drug therapy', 'Uterine Cervical Neoplasms/pathology*']",J Obstet Gynaecol Res. 2014 May;40(5):1188-96. doi: 10.1111/jog.12325. Epub 2014 Apr 2.,2014-05-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24689999,http://dx.doi.org/10.1111/jog.12325
1000,1467165601.603137,1467165603.843395,0:00:02.24,Cervical cancer,3013,2,16,218,24842156,Long-term HPV type-specific risks for ASCUS and LSIL: a 14-year follow-up of a randomized primary HPV screening trial.,"[['Elfstr\xc3\xb6m KM', 'Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden.'], ['Smelov V', 'Not found'], ['Johansson AL', 'Not found'], ['Eklund C', 'Not found'], ['Naucler P', 'Not found'], ['Arnheim-Dahlstr\xc3\xb6m L', 'Not found'], ['Dillner J', 'Not found']]","[u'Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden.']",International journal of cancer,Int J Cancer,"[u'Randomized Controlled Trial', u""Research Support, Non-U.S. Gov't""]","['Adult', 'Carcinoma, Squamous Cell/epidemiology', 'Carcinoma, Squamous Cell/pathology', 'Carcinoma, Squamous Cell/virology*', 'Cervical Intraepithelial Neoplasia/epidemiology', 'Cervical Intraepithelial Neoplasia/pathology', 'Cervical Intraepithelial Neoplasia/virology*', 'DNA, Viral/genetics', 'Early Detection of Cancer*', 'Female', 'Follow-Up Studies', 'Humans', 'Neoplasm Grading', 'Papillomaviridae/classification', 'Papillomaviridae/genetics', 'Papillomaviridae/isolation & purification*', 'Papillomavirus Infections/complications*', 'Papillomavirus Infections/epidemiology', 'Papillomavirus Infections/virology', 'Prognosis', 'Sweden/epidemiology', 'Uterine Cervical Neoplasms/epidemiology', 'Uterine Cervical Neoplasms/pathology', 'Uterine Cervical Neoplasms/virology*']",Int J Cancer. 2015 Jan 15;136(2):350-9. doi: 10.1002/ijc.28984. Epub 2014 May 30.,2015-01-15 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24842156,http://dx.doi.org/10.1002/ijc.28984
1000,1467165602.990512,1467165604.410147,0:00:01.42,Cervical cancer,3013,2,16,206,24909919,Human papillomavirus vaccination: where are we now?,"[['Brotherton JM', 'National HPV Vaccination Program Register, VCS Inc, East Melbourne, Victoria, Australia.']]","[u'National HPV Vaccination Program Register, VCS Inc, East Melbourne, Victoria, Australia.']",Journal of paediatrics and child health,J Paediatr Child Health,"[u""Research Support, Non-U.S. Gov't"", u'Review']","['Condylomata Acuminata/prevention & control', 'Condylomata Acuminata/virology', 'Female', 'Humans', 'Papillomavirus Infections/complications', 'Papillomavirus Infections/prevention & control*', 'Papillomavirus Vaccines*/administration & dosage', 'Papillomavirus Vaccines*/adverse effects', 'Practice Guidelines as Topic/standards', 'Uterine Cervical Diseases/prevention & control*', 'Uterine Cervical Diseases/virology*', 'Uterine Cervical Neoplasms/prevention & control', 'Uterine Cervical Neoplasms/virology']",J Paediatr Child Health. 2014 Dec;50(12):959-65. doi: 10.1111/jpc.12627. Epub 2014 Jun 9. Review.,2014-12-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24909919,http://dx.doi.org/10.1111/jpc.12627
1000,1467165602.053479,1467165604.670303,0:00:02.62,Cervical cancer,3013,2,16,231,24740700,The clinical impact of using p16(INK4a) immunochemistry in cervical histopathology and cytology: an update of recent developments.,"[['Bergeron C', 'Laboratoire Cerba, 95066 Cergy Pontoise Cedex 9, France.'], ['Ronco G', 'Not found'], ['Reuschenbach M', 'Not found'], ['Wentzensen N', 'Not found'], ['Arbyn M', 'Not found'], ['Stoler M', 'Not found'], ['von Knebel Doeberitz M', 'Not found']]","[u'Laboratoire Cerba, 95066 Cergy Pontoise Cedex 9, France.']",International journal of cancer,Int J Cancer,"[u""Research Support, Non-U.S. Gov't"", u'Review']","['Cyclin-Dependent Kinase Inhibitor p16/metabolism*', 'Cytodiagnosis/methods', 'Female', 'Host-Pathogen Interactions', 'Humans', 'Immunohistochemistry/methods*', 'Papillomaviridae/physiology', 'Papillomavirus Infections/diagnosis', 'Papillomavirus Infections/metabolism*', 'Papillomavirus Infections/virology', 'Sensitivity and Specificity', 'Uterine Cervical Neoplasms/diagnosis', 'Uterine Cervical Neoplasms/metabolism*', 'Uterine Cervical Neoplasms/virology']",Int J Cancer. 2015 Jun 15;136(12):2741-51. doi: 10.1002/ijc.28900. Epub 2014 May 12. Review.,2015-06-15 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24740700,http://dx.doi.org/10.1002/ijc.28900
1000,1467165603.537417,1467165605.869137,0:00:02.33,Cervical cancer,3013,2,16,244,24689544,Increasing cervical cancer screening in the United States-Mexico border region.,"[['Thompson B', 'Public Health Sciences, Fred Hutchinson Cancer Research Center, Seattle, Washington.'], ['Vilchis H', 'Not found'], ['Moran C', 'Not found'], ['Copeland W', 'Not found'], ['Holte S', 'Not found'], ['Duggan C', 'Not found']]","[u'Public Health Sciences, Fred Hutchinson Cancer Research Center, Seattle, Washington.']",The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association,J Rural Health,"[u'Research Support, N.I.H., Extramural']","['Adult', 'Aged', 'Aged, 80 and over', 'Community Health Workers', 'Female', 'Health Education*', 'Health Promotion', 'Hispanic Americans*', 'Humans', 'Mass Screening*', 'Middle Aged', 'New Mexico', 'Papanicolaou Test*', 'Uterine Cervical Neoplasms/prevention & control*', 'Vaginal Smears*']",J Rural Health. 2014 Spring;30(2):196-205. doi: 10.1111/jrh.12044. Epub 2013 Aug 12.,Not found,http://www.ncbi.nlm.nih.gov/pubmed/24689544,http://dx.doi.org/10.1111/jrh.12044
