Doc ID,Clinical Trial,Multicenter Study,Comparative Study,Randomized Controlled Trial,Non-U.S. Gov't,"N.I.H., Extramural",Letter,Non-P.H.S.,Pragmatic Clinical Trial,Observational Study,Phase I,Phase II,Phase III,Phase IV,pval-1,pval-2,pval-3,pval-4,pval-5,n-1,n-2,n-3,n-4,n-5,funding-1,funding-2,funding-3,funding-4,funding-5,sections,characters,words,sentences,chars-per-word-mean,chars-per-word-stdev,words-per-sentence-mean,words-per-sentence-stdev,syallables-per-word-mean,syallables-per-word-stdev,ARI,hard-word-ratio,lexical-density,gunning-fog-index,coleman-liau-index,SMOG,flesch-kincaid-index,rand risk,score
10023505,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,17414,3080,119,4.774025974,3.407799266,25.88235294,14.75401495,1.199025974,0.9061005942,14.62,0.1155844156,0.2172077922,10.39917494,13.08109091,13.00999886,79.12681436,0,0
11578785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18897,3221,131,4.95560385,3.171135901,24.58778626,8.656585069,1.554486184,1.07558812,14.12,0.1847252406,0.2840732692,9.9090046,14.1914064,15.30406639,50.36886575,0,4
11203523,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23252,4283,188,4.57179547,3.169163106,22.78191489,14.44666727,1.315666589,0.943193405,13.12,0.1335512491,0.2101330843,9.166186457,12.00218538,13.09379535,72.40596297,0,3
12767566,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,124,251,0,0,0,0,0,0,0,0,10,16010,2889,118,4.667358948,3.259512605,24.48305085,12.47269363,1.296296296,1.022112529,14.12,0.1433021807,0.2419522326,9.850541211,12.50017307,13.82960077,72.31803672,-1,2
11578887,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.03,0.01,0.04,0.02,0.008,0,0,0,0,0,Glaxo Wellcome `,Department of Anesthesiology,0,0,0,15,19554,3484,121,4.733352468,3.344051864,28.79338843,13.86777881,1.364523536,1.097346936,16.12,0.188576349,0.1934557979,11.59278591,12.76005741,16.44084334,62.17101958,0,3
10023893,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,213,0,0,0,NHS,Department of Health Care,0,0,0,23,18259,3219,118,4.783473128,3.318782863,27.27966102,17.90424941,1.419695558,1.063871815,15.62,0.1808014911,0.2805219012,10.984185,13.09515999,15.81628944,59.03989989,0,2
10899490,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oss,NV Organon,0,0,0,19,29932,5488,164,4.656705539,3.509554592,33.46341463,37.21738334,1.185495627,1.046760582,18.62,0.144861516,0.1849489796,13.44331046,12.20778426,15.70695478,72.57670412,0,3
10561675,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wyeth-Ayerst Research,0,0,0,0,15,20128,3482,117,4.896898334,3.345557775,29.76068376,14.0311535,1.344916715,1.025136045,16.62,0.1504882252,0.1639862148,11.96446879,13.6980471,15.21885913,62.84795193,-1,2
12767646,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.24,0.01,0.001,0.75,0.02,0,0,0,0,0,Multi-Specialty Research Associates,Veterans Affairs Medical Center,Lindner Clinical Trial Center,Harbor-UCLA Research and Education Institute,New Orleans Center for Clinical Research,24,29861,5388,127,4.726243504,3.434372633,42.42519685,89.38498149,1.300853749,1.113406132,23.12,0.1675946548,0.2266146993,17.0371166,12.48435783,18.36215291,53.72119803,0,0
11578894,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.004,0.003,0.88,30,0,0,0,0,0,0,0,0,0,9,15957,2767,123,4.877123238,3.209722999,22.49593496,12.50663692,1.384170582,1.048315334,13.12,0.1684134442,0.2540657752,9.065739361,13.80920853,14.24860203,66.90079479,0,0
10899492,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upjohn,0,0,0,0,14,24401,4540,187,4.512114537,3.144053151,24.27807487,13.20303405,1.360132159,1.094230946,14.12,0.1552863436,0.1900881057,9.773344484,11.59456388,14.22132553,67.12557339,0,2.5
10563400,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14150,2403,99,5.017894299,3.502599876,24.27272727,16.02664757,1.372451103,1.118253719,14.12,0.1731169372,0.2983770287,9.778337684,14.56873908,14.83956132,66.08881852,1,0
11959338,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,34,13,0,0,0,0,0,0,10,21149,3806,119,4.72490804,3.624162551,31.98319328,20.20319793,1.269837099,1.113565655,17.62,0.1678928008,0.197057278,12.86043443,12.63780347,16.36708499,66.94384022,0,0
12772108,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,32,0,0,0,Physicians Services Incorporated Foundation,0,0,0,0,11,16607,2785,111,5.066068223,3.398563097,25.09009009,18.61648807,1.411490126,1.038839891,14.62,0.1637342908,0.2161579892,10.10152975,14.82387074,14.70796173,61.95649393,0,2
10899655,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0.013,0.002,0.004,0.001,0.028,283,0,0,0,0,0,0,0,0,0,12,16863,3047,110,4.683951428,3.235891404,27.7,23.78286717,1.233344273,1.013019509,15.62,0.1335740072,0.2943879225,11.1334296,12.49831309,14.11778686,74.3785745,0,2
11579351,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,238,27,0,Heart and Stroke Foundation,0,0,0,0,12,22058,3819,128,4.894213145,3.468758347,29.8359375,20.91444038,1.322073841,1.029708137,16.62,0.1560617963,0.2838439382,11.99679972,13.6804818,15.45626136,64.70407646,0,2.5
11211889,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.34,0.05,0.54,0.13,109,0,0,0,0,0,0,0,0,0,18,22281,4030,154,4.691563275,3.378703878,26.16883117,15.02712371,1.236972705,1.101671266,15.12,0.1449131514,0.1955334988,10.52549773,12.58734491,14.25386893,75.62574554,0,4
10028980,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,National Institute of Allergy,National Institute of Child Health and Development,US National Institutes of Health,Rockefeller Foundation,World Bank Uganda STI Project,20,51406,8869,269,4.933927162,3.445550452,32.97026022,19.96449854,1.324388319,1.069861913,18.12,0.1717217274,0.1916788815,13.25679278,13.84721615,16.72220737,61.3269341,0,5
11580908,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,55,40,50,10,0,0,0,0,0,0,14,18251,3215,129,4.838569207,3.574577378,24.92248062,16.3733837,1.294556765,1.088022344,14.12,0.1598755832,0.1912908243,10.03294248,13.49179471,14.53242862,72.01917984,1,1
12464864,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28931,4958,192,4.978822106,3.65974609,25.82291667,23.0342312,1.254739814,1.070587391,14.62,0.1450181525,0.2063331989,10.38717393,14.28715611,14.1841005,74.47375128,-1,2.5
12464949,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,USHH-Merck and Co ` Inc,Merck and Co ` Inc,Whitehouse Station,0,0,21,23917,4282,125,4.743344232,3.476719897,34.256,38.10679052,1.250817375,0.9945650235,19.12,0.1384866885,0.2501167679,13.75779468,12.7027277,15.5718758,66.24601007,0,1
11583720,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.07,0.01,0.0001,0.05,0.001,91,100,0,0,0,0,0,0,0,0,15,26540,4488,173,5.06127451,3.651590002,25.94219653,13.69676204,1.314616756,1.107065562,14.62,0.1639928699,0.1873885918,10.44247576,14.76824421,14.91223332,69.28709298,0,1
12776266,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.254,0.821,0.069,0.009,0.048,0,0,0,0,0,0,0,0,0,0,16,19220,3488,92,4.632740826,3.289080447,37.91304348,18.82928055,1.232511468,0.9629760964,20.62,0.1333142202,0.1811926606,15.21854308,11.99336009,15.97242577,64.08279069,-1,0.5
10037386,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0005,0.01,0.033,0.0191,0.0013,103,0,0,0,0,0,0,0,0,0,17,22630,4028,161,4.750248262,3.380539619,25.01863354,13.4170936,1.260923535,1.037100264,14.62,0.1703078451,0.1827209533,10.07557655,12.96923535,14.9212788,74.76695587,0,2
12465020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9282,1562,69,5.033290653,3.12624288,22.63768116,12.48760681,1.447503201,0.977989497,13.12,0.1875800256,0.3104993598,9.130104474,14.72163892,14.90120699,61.39898282,0,3
11211909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25877,4886,183,4.480556693,3.473062087,26.69945355,18.01507105,1.048915268,1.041421399,15.12,0.126279165,0.1788784282,10.73029309,11.33070815,13.61877356,90.99682296,1,1
11973011,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.004,0.005,0.001,0.56,0,76,0,0,0,0,0,0,0,0,0,24,26026,4605,166,4.786970684,3.392894471,27.74096386,14.04362498,1.342019544,1.091369654,15.62,0.1563517915,0.2416938111,11.15892626,13.10294897,15.02663908,65.14306827,0,5
12781165,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.05,0.07,0.01,0.06,50,48,45,564,156,0,0,0,0,0,24,21889,4044,163,4.569238378,3.123305408,24.80981595,14.09997467,1.28189911,0.9529724547,14.12,0.1327893175,0.246785361,9.977042107,11.91194857,13.49813347,73.20437212,0,4
12468136,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10050,1716,71,4.93997669,3.348453157,24.16901408,13.40147744,1.413752914,1.083662614,14.12,0.1701631702,0.3018648019,9.735670902,14.11428904,14.71439741,62.6999542,-1,0
10568855,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.01,0.06,0.02,0.46,49,43,0,0,0,0,0,0,0,0,11,12783,2328,91,4.663659794,3.202762936,25.58241758,20.43747426,1.348367698,1.070662844,14.62,0.1615120275,0.2951030928,10.29757184,12.4416323,14.74139773,66.79693894,-1,0
11583728,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0.004,0.05,0.0001,0,16,0,0,0,0,0,0,0,0,0,16,12750,2216,104,4.892148014,3.53270584,21.30769231,10.11878664,1.301444043,1.068287941,12.62,0.1471119134,0.3348375451,8.581921688,13.94951264,13.24342876,75.10552624,0,1
11214126,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,212,0,0,0,Rotta Research Group,0,0,0,0,19,24689,4128,124,5.087936047,3.427927295,33.29032258,26.00024209,1.409883721,1.055786729,18.62,0.1693313953,0.2584786822,13.38386159,14.74667636,16.6926284,53.76915979,-1,2
11973012,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.68,0.25,0.02,0.05,0.95,17,30,0,0,0,0,0,0,0,0,20,24079,4338,167,4.701936376,3.252412727,25.9760479,20.90856517,1.259797142,0.9712844442,14.62,0.1394651913,0.2501152605,10.44620524,12.65428308,14.00247553,73.8904732,-1,2
12468166,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.844,0,0,0,0,0,0,0,0,0,Pfizer,0,0,0,0,8,50414,8495,236,5.060270747,3.515834901,35.99576271,32.71404121,1.407298411,1.056756004,19.62,0.1842260153,0.1658622719,14.47199549,14.53668275,17.84023244,51.24185529,-1,2
10568870,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0.17,0.002,0.001,0.0003,10,0,0,0,0,0,0,0,0,0,23,50224,8761,392,4.835406917,3.1103131,22.3494898,13.14089689,1.433626298,1.017307599,13.12,0.1593425408,0.1854811095,9.003532935,13.57002169,13.90974168,62.86548302,0,3
11216737,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14635,2519,114,4.922985312,3.363416884,22.09649123,11.36752812,1.337832473,1.109995168,13.12,0.1675267963,0.2187375943,8.90560721,14.09572052,14.12039174,71.22643417,0,3
11973116,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.08,0.056,0.05,0.01,0.1,178,172,216,246,32,Axson Johnsons Foundation,Vardal Foundation,0,0,0,32,31557,5637,229,4.71314529,3.233111273,24.61572052,12.61615913,1.312045414,1.008349083,14.12,0.1463544439,0.1637395778,9.904829987,12.76478269,13.97221762,70.85100162,-1,2
12781927,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.022,0.001,0.052,0.014,0.002,30,45,0,0,0,Institute of Medicine report Speaking of Health : Assessing Health Communication Strategies for Diverse Populations,National Academy Press,0,0,0,17,16439,3011,101,4.621056128,3.300187503,29.81188119,18.27277367,1.257389572,0.9574056581,16.62,0.137163733,0.2769843906,11.97961797,12.07488542,14.68115571,70.20078284,0,2.5
10906500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,Development and Research Training in Human Reproduction World Health Organization,0,0,0,0,9,18777,3317,128,4.801025023,3.440458411,25.9140625,19.73207443,1.370817003,1.054912378,14.62,0.1582755502,0.227615315,10.42893522,13.23885439,14.69873353,64.56110808,1,1
10570388,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3M Pharmaceuticals,0,0,0,0,16,15012,2645,97,4.79168242,3.387048004,27.26804124,20.69949449,1.266918715,0.991648065,15.62,0.1466918715,0.3005671078,10.96589324,13.14375803,14.55459255,71.97661489,0,2
11588740,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,13,11787,1972,85,5.130324544,3.663933296,23.2,10.79991182,1.518762677,1.315895834,13.62,0.2038539554,0.3301217039,9.361541582,15.26975659,15.55272973,54.79967748,0,5
11216738,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,202,0,0,0,0,0,0,0,0,0,12,24583,4223,141,4.96092825,3.445541444,29.95035461,16.78363414,1.34690978,1.076649813,16.62,0.1605493725,0.1662325361,12.04436159,14.07008288,15.65619083,62.4868227,0,2
12781936,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29923,5394,231,4.669076752,3.191818707,23.35064935,12.04856069,1.344271413,0.9774993842,13.62,0.1594364108,0.2213570634,9.404034305,12.55179088,14.15180467,69.4087294,0,4
11978282,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19362,3369,134,4.877411695,3.376967669,25.14179104,15.33002998,1.298011279,1.065075038,14.62,0.1650341348,0.2920747996,10.12273007,13.71285248,14.76580253,71.50432786,-1,4
10906502,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,49,99,0,0,0,0,0,0,0,0,12,13520,2441,91,4.666530111,3.364505877,26.82417582,16.2976436,1.295780418,1.101511446,15.12,0.1454321999,0.2535845965,10.78784321,12.42058173,14.41245926,69.98543819,0,2
11589975,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.229,0.372,0,0,0,50,0,0,0,0,0,0,0,0,0,10,15317,2713,114,4.777368227,3.398416819,23.79824561,14.10841701,1.231846664,1.01517286,13.62,0.1433837081,0.2657574641,9.576651729,13.17166237,13.68189036,78.46555291,0,4
11216739,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,16,9561,1634,82,4.976132191,3.537228231,19.92682927,10.90563394,1.293145655,1.070155177,11.62,0.1597307222,0.3702570379,8.034623996,14.51150551,13.32107297,77.20914589,1,3
12782431,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12890,2309,76,4.699003898,3.275070462,30.38157895,17.37735469,1.338241663,1.068531976,17.12,0.1520138588,0.312689476,12.21343712,12.52003465,15.40608423,62.78245267,0,2
11978287,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,University of Washington,State University of New York/Buffalo,University of Hawaii/Manoa,University of Rochester Medical Center,Kings County Hospital Center,8,30169,5081,191,5.054516827,3.527336966,26.60209424,18.85174279,1.352883291,1.091854237,15.12,0.1718165715,0.2117693367,10.70956432,14.70846684,15.34246606,65.37994795,-1,2
10064664,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14414,2818,93,4.25443577,2.985741144,30.30107527,19.97214634,1.211497516,0.9763732402,17.12,0.1337828247,0.2515968772,12.17394324,9.907806955,14.63112048,73.58671875,-1,3
10571341,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0001,0.002,0.001,0,0,25,152,229,0,0,IRIS Medical,CNV,The University of Pittsburgh Eye and Ear Foundation,AMD,Bressler SB,18,30491,5667,154,4.523028057,3.262699396,36.7987013,33.54372424,1.173283924,0.9943887738,20.12,0.1247573672,0.184753838,14.76938347,11.36499029,15.36946257,70.22449817,0,4.5
11591548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26544,4544,151,4.944762324,3.407891017,30.09271523,16.8718112,1.407570423,1.065343662,17.12,0.1654929577,0.1762764085,12.10328328,13.97171655,15.87778476,57.21043629,0,2
12472790,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.003,0.057,0.091,0,78,0,0,0,0,0,0,0,0,0,20,19383,3464,135,4.732678984,3.333969266,25.65925926,22.34237088,1.295612009,1.002806917,14.62,0.1677251732,0.2153579677,10.33079377,12.84501155,14.98040344,71.18207587,0,4.5
10065780,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,15,0,0,0,0,0,0,0,12,25343,4934,159,4.329550061,3.481326386,31.03144654,21.57131868,1.014592623,0.9804687721,17.62,0.09586542359,0.1546412647,12.45092479,10.33319822,12.98229196,89.50354589,0,2
11978335,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Heart Foundation,NHMRC,Squibb Pharmaceutical Research Institute,Princeton,0,25,30526,5511,132,4.713300671,3.420579733,41.75,80.28664059,1.255851932,1.056506925,22.62,0.1380874614,0.2251859917,16.75523498,12.41624388,16.84582079,58.21367651,0,2
10907384,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,50,0,0,Area General Internal Medicine,Mayo Clinic,Medical University of South Carolina,Center for Health Care Research,0,20,12787,2338,95,4.600085543,3.147839217,24.61052632,15.25051722,1.249786142,0.9703075139,14.12,0.1552609068,0.2566295979,9.906314889,12.10017109,14.29609819,76.12340818,0,5
11216978,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.09,0.405,0.215,0.0744,0.6184,50,0,0,0,0,Carretera Colmenar Viejo Km,Hospital Ramón y Cajal,AstraZeneca,Unidad de Arritmias,0,21,25703,4609,188,4.703623346,3.298027527,24.51595745,15.37463571,1.268604903,1.013288493,14.12,0.1455847255,0.214797136,9.864616869,12.71225862,13.92172957,74.62732836,0,3
11597664,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,16,14528,2562,94,4.815768931,3.449023139,27.25531915,15.9322519,1.272833724,1.048873625,15.62,0.1420765027,0.268540203,10.95895826,13.28574551,14.37079248,71.48911804,0,3
12472796,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,21,11,10,0,0,0,0,0,0,0,30,25526,4555,167,4.73413831,3.557515426,27.2754491,16.01379852,1.245225027,1.055104785,15.62,0.1409440176,0.2381997805,10.96655725,12.8051899,14.33003338,73.80438184,0,0
10065804,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0,10,11284,1967,76,4.863243518,3.35370102,25.88157895,17.88330104,1.334011185,1.077525737,14.62,0.1672597865,0.2216573462,10.41953549,13.60571429,15.01510993,67.70785116,-1,3
10572324,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.04,0.001,0.008,0.07,0.02,0,0,0,0,0,0,0,0,0,0,17,19802,3475,123,4.847194245,3.53312559,28.25203252,15.48219151,1.260719424,1.108461965,16.12,0.1542446043,0.2195683453,11.36251085,13.44339568,15.05454997,71.50232368,1,0
12788572,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danish International Development Agency,Enhancement of Research Capability,0,0,0,18,42383,7225,265,4.982283737,3.459457728,27.26415094,15.19787533,1.356262976,1.022133136,15.62,0.1565397924,0.1730103806,10.96827629,14.26460346,14.93103725,64.42203904,-1,2
11986104,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.001,0.77,0.02,0.36,61,18,0,0,0,0,0,0,0,0,27,42841,8191,235,4.388963497,3.148322853,34.85531915,26.13010518,1.159809547,1.046504927,19.12,0.1468685142,0.1717738982,14.00087507,10.6084483,16.05449483,73.33696338,-1,1
12791434,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.05,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14586,2707,98,4.548577761,3.250809327,27.62244898,16.94838453,1.233468785,0.9993153882,15.62,0.139268563,0.2822312523,11.10468702,11.70444034,14.33386037,74.44675511,0,5
11988242,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,96,92,0,0,Istituto Superiore di Sanita,Ministry of Health,MS Society,0,0,22,32172,5483,170,5.00383002,3.496256391,32.25294118,34.78251308,1.327375524,1.051604623,18.12,0.1604960788,0.229254058,12.9653749,14.27238373,16.12665941,61.80229535,0,4
11226444,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,221,217,219,0,0,0,0,0,0,0,15,13430,2410,84,4.701659751,3.312334858,28.69047619,16.84656212,1.221991701,1.053673125,16.12,0.1406639004,0.2514522822,11.53245604,12.57631535,14.60548586,74.33366874,-1,2
10576189,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.127,0.98,0,0,0,37,0,0,0,0,Memorial University of Newfoundland,Faculty of Medicine,Association of Professors of Obstetrics and Gynecology of Canada,0,0,8,14290,2423,92,5.020222864,3.408834462,26.33695652,19.19379317,1.449855551,1.110202894,15.12,0.2071811804,0.3140734626,10.61765508,14.51475031,16.47361766,57.44520952,-1,4
11603446,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.001,0.236,0.192,0,100,200,0,0,0,0,0,0,0,0,12,18385,3147,121,4.971719098,3.525697282,26.00826446,13.57294851,1.394979345,1.184418759,15.12,0.1893867175,0.2338735303,10.47906047,14.23960597,15.80781911,62.42135895,0,4
12791448,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,80,0,0,0,0,0,0,0,0,0,10,14903,2641,135,4.798561151,3.573727498,19.56296296,10.30331595,1.227943961,1.091418982,11.62,0.144642181,0.2317304051,7.883042058,13.48695191,12.73879786,83.09453352,0,1
