Doc ID,Clinical Trial,Multicenter Study,Comparative Study,Randomized Controlled Trial,Non-U.S. Gov't,"N.I.H., Extramural",Letter,Non-P.H.S.,Pragmatic Clinical Trial,Observational Study,Phase I,Phase II,Phase III,Phase IV,pval-1,pval-2,pval-3,pval-4,pval-5,n-1,n-2,n-3,n-4,n-5,funding-1,funding-2,funding-3,funding-4,funding-5,sections,characters,words,sentences,chars-per-word-mean,chars-per-word-stdev,words-per-sentence-mean,words-per-sentence-stdev,syallables-per-word-mean,syallables-per-word-stdev,ARI,hard-word-ratio,lexical-density,gunning-fog-index,coleman-liau-index,SMOG,flesch-kincaid-index
10369424,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0.004,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22846,4027,152,4.849267444747952,3.6587381653356523,26.49342105263158,27.39749026803557,1.2229947851999006,1.0828600747048582,15.119999999999997,0.13210826918301466,0.22572634715669232,10.650211728725838,13.504832381425377,13.81666964889586,76.47881880366737
12825037,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.10,0.64,0.24,0.59,0.001,0,0,0,0,0,Robert Wood Johnson Clinical Sponsors,Medical College,Sleepcare Diagnostics,0,0,20,30719,5327,183,4.919091421062512,3.461827901924924,29.10928961748634,23.157584166696637,1.2913459733433452,1.0540757841675092,16.619999999999997,0.16444527876853765,0.2218884925849446,11.709493958501952,13.844302609348599,15.627989944153661,68.04120169340436
12100806,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,75,0,0,0,Direct Community Benefit Investment,Kaiser Foundation Research,University of California,Department of Obstetrics,Reproductive Sciences,8,24082,4061,129,5.058606254617089,3.4087706244767793,31.48062015503876,29.246020235450903,1.543215956660921,1.1380211264870908,17.619999999999997,0.22432898300911105,0.19182467372568332,12.68197965521915,14.610411228761386,18.310410717993985,44.32610060912177
10382693,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,150,40,0,0,NHS,Anglia Oxford,0,0,0,17,24991,4325,136,4.89364161849711,3.3829398381162186,31.801470588235293,20.59047599073548,1.3052023121387284,0.9653791626533028,17.619999999999997,0.1507514450867052,0.24693641618497109,12.7808888133288,13.633701734104047,15.637428531305005,64.13639174600478
14725784,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,13,112,0,0,0,0,0,0,0,17,15683,2884,101,4.55755894590846,2.9893698366808765,28.554455445544555,15.415236130221786,1.3873092926490984,1.0205727466427457,16.119999999999997,0.15429958391123438,0.2461858529819695,11.483502011782317,11.732482662968096,15.120344392439339,60.48586156465856
12842055,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.01,0.001,0.064,0,0,110,0,0,0,0,New South Wales Department of Health,0,0,0,0,18,15948,2881,103,4.671294689343978,3.280609914859565,27.97087378640777,18.017669057028986,1.204790003471017,0.917287257410721,15.619999999999997,0.12634501909059354,0.2839291912530371,11.238887522199345,12.416563693162093,13.868425736821347,76.51932881314809
12583942,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,372,374,358,361,GlaxoSmithKline,0,0,0,0,18,27061,4843,136,4.763989262853603,3.568450252005957,35.61029411764706,60.65875074046888,1.18521577534586,1.0355602925086378,19.619999999999997,0.12616147016312204,0.27668800330373733,14.294582235124071,12.800850712368366,15.237760054226623,70.42129687632848
12114886,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,86,79,500,0,0,Eli Lilly and Company,0,0,0,0,8,20239,3724,126,4.573576799140709,3.260094138906152,29.555555555555557,17.740149066140592,1.2489258861439312,0.9805656209991302,16.619999999999997,0.14446831364124596,0.17185821697099893,11.880009547678721,11.801804511278196,14.933687102760803,71.17698114333454
11516807,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0.034,0.05,0.01,0,0,250,100,50,0,0,0,0,0,0,0,20,10086,1796,70,4.760579064587973,3.4627383015065023,25.65714285714286,18.73451879865019,1.2639198218262806,1.0393432787860089,14.619999999999997,0.1475501113585746,0.2639198218262806,10.321877187400574,13.009131403118037,14.244340213328723,73.86538307349667
10437863,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,186,0,0,0,Hoechst Mario Roussel Clinical Research Institute,0,0,0,0,25,24130,4447,124,4.569822352147515,3.3340778574618337,35.86290322580645,30.89171611995823,1.0973690128176299,0.9601522898734584,19.619999999999997,0.10726332358893637,0.24735776928266248,14.388066619758156,11.655003373060488,14.333620685434187,77.596734741435
14725828,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.000,0.541,0.023,0.003,0,174,0,0,0,0,0,0,0,0,0,11,13557,2468,102,4.622366288492707,3.0460620933926967,24.19607843137255,11.106183466956974,1.317260940032415,0.9190463115202343,14.119999999999997,0.14303079416531606,0.2747163695299838,9.735643690215147,12.245769854132899,13.75662664767578,70.83570486541457
12161056,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.05,0.062,0.010,0.93,0.53,110,260,0,0,0,0,0,0,0,0,16,27013,4747,185,4.854223720244365,3.4392299022858883,25.65945945945946,11.698556661703932,1.2081314514430166,0.9655954019199152,14.619999999999997,0.13397935538234673,0.18811881188118812,10.317375525936724,13.55968822414156,13.721335534655637,78.58272785656948
12870162,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,Guidotti Laboratories,Ministry of University and Scientific and Technological Research,0,0,0,14,22682,3920,129,4.9375,3.5009453576927467,30.387596899224807,17.41017575905655,1.2650510204081633,1.042260627300768,17.119999999999997,0.14948979591836734,0.2538265306122449,12.21483467805727,13.922255102040815,15.304938770591612,68.96827282075624
12870162,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,Guidotti Laboratories,Ministry of University and Scientific and Technological Research,0,0,0,14,22682,3920,129,4.9375,3.5009453576927467,30.387596899224807,17.41017575905655,1.2650510204081633,1.042260627300768,17.119999999999997,0.14948979591836734,0.2538265306122449,12.21483467805727,13.922255102040815,15.304938770591612,68.96827282075624
15468027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Institute of Mental Health and Neurosciences,Dept of Psychiatric and Neurological Rehabilitation,0,0,0,19,16083,2985,125,4.520603015075377,3.1500129215112582,23.88,15.586698216438355,1.2589614740368509,0.9478353045905474,13.619999999999997,0.11323283082077051,0.26767169179229483,9.597293132328309,11.658867671691791,12.523050759930562,76.08865929648242
12171833,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,12,16,0,0,0,0,0,0,0,0,18,24585,4710,141,4.36687898089172,3.33568366947379,33.40425531914894,21.036355850698186,1.1229299363057326,1.0045844625417368,18.619999999999997,0.1227176220806794,0.18471337579617833,13.410789176491846,10.504713375796179,14.695529063310584,77.92980823959887
12880608,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.345,0.090,0.307,0,0,0,0,0,0,0,0,0,0,0,0,12,14884,2664,112,4.728228228228228,3.454072750318109,23.785714285714285,12.282286792554915,1.3235735735735736,1.0331982552349248,13.619999999999997,0.16704204204204204,0.23085585585585586,9.58110253110253,12.883183183183181,14.516273293886414,70.71817567567567
14739053,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0077,0.05,0.001,0,0,240,0,0,0,0,0,0,0,0,0,11,17211,2976,98,4.949932795698925,3.8350677351641522,30.367346938775512,18.921713543577525,1.2614247311827957,1.0749378751544012,17.119999999999997,0.14717741935483872,0.2594086021505376,12.205809743252141,13.995819892473119,15.206374940979028,69.29561059907834
10916100,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.001,0.05,0.006,0.005,0.027,50,22,0,0,0,0,0,0,0,0,19,24170,4354,164,4.677078548461185,3.367114800704697,26.548780487804876,15.15130433472786,1.2108406063389987,1.046260936697888,15.119999999999997,0.13344051446945338,0.24460266421681212,10.672888400909732,12.49071198897565,13.88164027558366,77.45087250859878
12383542,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,Regional Development Fund,National Insurance Administration,Unimed,University of Science and Technology,Department of Community Medicine and General Practice,8,36205,6081,231,5.057556322973195,3.24285285197554,26.324675324675326,16.103557445301572,1.4546949514882421,1.008613090180643,15.119999999999997,0.1667488899851998,0.16839335635586253,10.59656968586421,14.73464232856438,15.0981015532549,57.048261649549275
11693748,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0001,0.00001,0,0,0,544,941,0,0,0,American Society of Echocardiography,National Heart Foundation,0,0,0,24,22462,3853,137,4.953283155982351,3.504691669587721,28.124087591240876,13.099980498118883,1.3996885543732156,1.1038938402419767,16.119999999999997,0.1803789255125876,0.2450038930703348,11.321786606701387,14.070573579029325,15.996092698175069,59.875399394916485
14751349,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.022,0.025,0.003,0.010,0.001,0,0,0,0,0,National Science Council,0,0,0,0,20,25106,4701,148,4.494150180812593,3.275475899480695,31.763513513513512,22.310371263859267,1.2305892363326951,1.0145985503275965,17.619999999999997,0.14550095724313974,0.16719846841097638,12.763605788302662,11.285479685173364,15.410337469562414,70.48718439003781
12893326,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0137,0.0011,0.2167,0.014,0.1010,0,0,0,0,0,0,0,0,0,0,16,15171,2539,87,5.1110673493501375,3.533174926613477,29.183908045977013,16.108302593897417,1.3895234344230012,1.11018166011168,16.619999999999997,0.19141394249704607,0.2374950768018905,11.750128795389625,14.971280031508464,16.6312660331299,59.65965078114745
15492949,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0001,0.001,0.18,0.94,0.36,0,0,0,0,0,Department of Veterans Affairs Office of Research,Parke-Davis,Cooperative Studies Program,Alberta Heritage Foundation for Medical Research,University of Alberta,15,19414,3365,99,4.895096582466568,3.417881959759223,33.98989898989899,18.101468510443862,1.3601783060921249,1.093572401354219,18.619999999999997,0.15809806835066864,0.26448736998514116,13.659198823299864,13.599821693907874,16.372001677822908,57.26416782985879
14767293,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09,0.0000,0.000,0.01,0.04,0,0,0,0,0,0,0,0,0,0,18,21525,3766,178,4.822357939458311,3.2319026199572343,21.15730337078652,12.503015569726557,1.3927243759957515,1.0093692661498184,12.619999999999997,0.1614445034519384,0.19968135953266064,8.527499149695384,13.546139139670736,13.687223173358994,67.53585486941112
12962951,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,74,0,0,0,Pharmacia Corporation,0,0,0,0,11,28215,4764,160,5.046179680940386,3.6612215794384704,29.775,15.998407939659923,1.42968094038623,1.040011865369615,16.619999999999997,0.18492863140218305,0.1889168765743073,11.983971452560873,14.575482787573467,16.53428767819011,55.66236744332497
10974183,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.79,0.05,0.06,0.01,0.001,0,0,0,0,0,0,0,0,0,0,13,21671,4017,166,4.552651232262883,3.240874188251974,24.198795180722893,16.920212005089923,1.2653721682847896,0.9863151619090528,14.119999999999997,0.14115011202389843,0.19168533731640527,9.735978117098718,11.835748070699523,13.687118562393959,75.22273745467307
15013654,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Institutes of Health Grant Nos,Veterans Affairs Rehabilitation Research and Development Service,0,0,0,12,5209,819,23,5.446886446886447,3.5003387122936895,35.608695652173914,17.844630285873837,1.6642246642246643,1.1412813714351342,24.33,0.23809523809523808,0.42246642246642246,14.338716356107662,16.816312576312573,19.76316228979769,29.898767319636903
11125723,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.002,0.01,0.160,0.020,109,35,10,22,44,0,0,0,0,0,14,25760,4541,188,4.8154591499669674,3.290868247967178,24.154255319148938,11.293016770762847,1.3516846509579388,1.048441000522737,14.119999999999997,0.16295970050649636,0.2627174631138516,9.726886007862175,13.382655802686632,14.463065100247,67.96590938002224
12681454,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.001,0.66,0.0001,0.68,0.78,157,0,0,0,0,Dade Behring Corporation,Cleveland Clinic Foundation,0,0,0,17,20587,3641,129,4.80060422960725,3.413178993782434,28.224806201550386,17.429429274791566,1.2845372150508103,1.0521043593156987,16.119999999999997,0.160944795385883,0.23564954682779457,11.354300398774509,13.170162043394669,15.304938770591612,69.51497331212784
11796177,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.007,0.048,0.001,0.063,83,0,0,0,0,0,0,0,0,0,14,11446,2084,79,4.6261996161228405,3.1476552857433497,26.379746835443036,21.148621702964146,1.2024952015355086,1.0100690412946298,15.119999999999997,0.13051823416506717,0.29414587332053743,10.604106027843242,12.196602687140114,13.729343512846562,78.32846291212132
10674226,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.02,0.009,0.004,0.18,0,0,0,0,0,0,0,0,0,0,12,18386,3283,107,4.727383490709717,3.227651715322637,30.682242990654206,21.959481611763504,1.3594273530307646,1.020666014176627,17.119999999999997,0.1583917148949132,0.2747487054523302,12.33625388221965,12.680146207736826,15.722839877897648,60.68496929808332
12460699,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16274,2736,84,5.0529970760233915,3.666006471038411,32.57142857142857,26.978923373039386,1.2836257309941521,1.0683152989908775,18.119999999999997,0.14473684210526316,0.29312865497076024,13.086466165413533,14.555131578947364,15.532846611407376,65.18026315789474
11849464,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.046,0.019,0.29,0.03,0.6,480,0,0,0,0,0,0,0,0,0,26,35010,5917,180,5.040561095149569,3.5474725391493647,32.87222222222222,21.250312007056944,1.2993070812911949,1.0609232543427027,18.119999999999997,0.1723846543856684,0.19266520196045292,13.217842750643156,14.476119655230693,16.728156217252725,63.54831536720938
15165530,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,13,14623,2692,95,4.588781575037147,3.125385517866593,28.33684210526316,16.33727660728339,1.2529717682020802,0.9961346356787427,16.119999999999997,0.12964338781575038,0.2826894502228826,11.386594197231565,11.921708766716193,14.07863929816708,72.07169367326193
10675071,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,Medical Research Council of Canada,AstraZeneca,Natural Source Vitamin E Association,NEGMA,Heart and Stroke Foundation,15,33747,7055,146,4.013323883770376,3.44017582257583,48.321917808219176,104.01736824015016,1.0684620836286323,1.0111754799300698,21.410000000000004,0.11353649893692416,0.26378454996456413,19.374181722862442,8.232102055279945,16.509982772340667,67.39636114967526
15582638,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.035,0.27,0.69,0.001,0.67,0,0,0,0,0,0,0,0,0,0,14,21439,3920,177,4.596173469387755,3.0860642325741763,22.146892655367232,13.807561497023777,1.2762755102040817,0.9179468143135512,13.119999999999997,0.12729591836734694,0.2372448979591837,8.909675429493833,12.171908163265304,12.721086865811394,76.38299579153697
12684301,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.008,0.001,0.02,0.04,0.84,0,0,0,0,0,Mallinckrodt Corporation,0,0,0,0,25,25303,4515,205,4.734883720930233,3.168074846152965,22.024390243902438,12.217168498529972,1.3193798449612404,0.9681382746246903,13.119999999999997,0.15016611295681062,0.18604651162790697,8.8698225427437,12.992788482834996,13.518317830132894,72.86070901871811
14592306,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0.001,0.05,0.007,0.02,0,0,0,0,0,0,0,0,0,0,16,17930,3310,140,4.576737160120846,3.1870283685747314,23.642857142857142,13.112173172406855,1.2930513595166162,0.9992519489996143,13.619999999999997,0.15256797583081572,0.2664652567975831,9.518170047475184,11.997740181268881,13.979021773911551,73.44535498489428
10699612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.07,0.001,0.21,0,0,0,0,0,0,0,0,0,0,0,9,8026,1543,57,4.369410239792612,3.164474922105051,27.07017543859649,12.595151631144772,1.2391445236552172,1.0844338197201857,15.619999999999997,0.13415424497731693,0.23590408295528192,10.881731873429523,10.666416072585871,14.015710390267195,74.5271452285932
11257323,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.00006,0.0002,0.015,0.01,0.04,25,0,0,0,0,0,0,0,0,0,17,20187,3619,130,4.721746338767615,3.4658883615377998,27.838461538461537,15.144678931570972,1.2439900525006908,1.0704462072624537,15.619999999999997,0.15363360044211108,0.24509533020171317,11.196838055561459,12.716783641890025,14.943472381520348,73.33740309690312
11888954,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.223,0.278,0.01,0,45,43,0,0,0,Center for Clinical Research,Central Hospital,0,0,0,32,28438,5172,185,4.624709976798144,3.3482392774318255,27.956756756756757,13.620168480022805,1.209783449342614,0.9736592918946984,15.619999999999997,0.12703016241299303,0.1668600154679041,11.2335147676679,12.143023975251353,13.894787181340842,76.11121207750676
12472787,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24424,4267,127,4.866416686196391,3.5174155657723865,33.59842519685039,22.46629215546255,1.3112256854933209,1.100322467910758,18.619999999999997,0.17131474103585656,0.22873213030232012,13.5078959751545,13.438368877431454,16.834817115625263,61.80290543246193
15195049,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seattle Veterans Affairs Epidemiologic Research and Information Center,Blood Institute,Career Development,American Geriatrics Society,Department of Veterans,16,19236,3337,139,4.880731195684747,3.260131368447162,24.007194244604317,17.1783046534384,1.3898711417440814,1.058894093483212,14.119999999999997,0.17830386574767756,0.23464189391669163,9.674199244140798,13.771771051842972,14.948516000983997,64.88459925017733
10760538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24724,4500,194,4.598444444444445,2.9095190290604487,23.195876288659793,9.817652680270337,1.4064444444444444,0.9896672979202356,13.619999999999997,0.14644444444444443,0.1368888888888889,9.336928293241696,12.142462222222221,13.65809157358866,64.30598556701034
15249439,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26494,4924,158,4.505077173030057,3.168594399308877,31.164556962025316,21.975817336550854,1.2020714865962632,1.0097843356775493,17.619999999999997,0.12286758732737611,0.16957757920389926,12.514969819741077,11.362412672623883,14.307871515463436,73.50772691750045
12757988,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,112,0,0,0,0,0,0,0,0,0,12,14759,2600,99,4.848076923076923,3.503584180561291,26.262626262626263,25.484923858092504,1.208076923076923,1.0803186257706876,15.119999999999997,0.14192307692307693,0.3019230769230769,10.561819735819737,13.504784615384615,14.158211354625415,77.97512665112667
15716221,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0174,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7202,1290,52,4.6937984496124034,3.0701711108346355,24.807692307692307,12.729521749928411,1.348062015503876,0.9481798223822083,14.119999999999997,0.1511627906976744,0.3496124031007752,9.983542039355994,12.644434108527133,14.191785591663535,67.60914579606441
15963388,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.001,0.05,0.226,0.01,0,0,0,0,0,0,Takeda Pharma,0,0,0,0,18,16132,2832,98,4.846751412429379,3.600673536476465,28.897959183673468,14.727413106960064,1.2680084745762712,1.0996374842397478,16.119999999999997,0.1550141242937853,0.2902542372881356,11.621189323186902,13.424209039548025,15.220153924286336,70.2300544794189
17157557,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14561,2514,105,4.888623707239459,3.1882702997376087,23.942857142857143,12.833870879755718,1.4399363564041368,1.0300743007726991,13.619999999999997,0.17501988862370724,0.29276054097056486,9.647150812592342,13.820525059665869,14.823464454727755,60.71438424821005
15976796,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,133,32,21,62,0,0,0,0,0,20,23535,4203,149,4.754223173923388,3.461253282173413,28.20805369127517,18.67657702295566,1.2445871996193196,1.073064537097904,16.119999999999997,0.15274803711634546,0.24339757316202712,11.344320691356607,12.897882464906019,14.987314874086234,72.91174841556128
15695126,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.02,0.01,0.002,0.63,0.009,0,0,0,0,0,Novartis Pharma AG,Erasmus Medical Center,0,0,0,14,19096,3240,95,5.026851851851852,3.491915591029031,34.10526315789474,27.148713258254936,1.3771604938271604,1.0474907718493909,19.119999999999997,0.16666666666666666,0.24351851851851852,13.708771929824563,14.372456790123458,16.74919111956536,55.7103801169591
16750246,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,Eli Lilly and Company,0,0,0,0,12,12481,2105,72,5.040855106888361,3.6679221993984656,29.23611111111111,16.660227629403412,1.2589073634204275,1.0260738308572699,16.619999999999997,0.15866983372921614,0.2004750593824228,11.757912377936131,14.557149643705461,15.433258612707604,70.65678427685408
17574730,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0181,0.0089,0,0,0,0,0,0,0,0,Yamanouchi Pharmaceutical Co ` Ltd,Astellas Pharma Inc,Yamanouchi Pharmaceutical,Astellas Pharma,0,23,16489,2898,96,4.801242236024844,3.441383286669473,30.1875,18.982713743104057,1.279848171152519,1.0340586955821223,17.119999999999997,0.1518288474810214,0.269496204278813,12.13573153899241,13.125631469979293,15.359359093739592,67.91953222049692
17937959,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.001,0,0,0,0,0,0,0,0,Schwarz BioSciences GmbH,0,0,0,0,23,14496,2707,102,4.475803472478759,3.269105824629516,26.53921568627451,20.773017327381986,1.2415958625785002,1.055414681919793,15.119999999999997,0.15847801994828223,0.25526413003324716,10.679077482489118,11.307499076468417,14.844941726181741,74.85868610429027
16778262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13,0.65,0.10,0.82,0.001,34,0,0,0,0,0,0,0,0,0,18,34054,6297,204,4.538986819120216,3.319704530947492,30.86764705882353,17.010200716821164,1.1877084325869462,0.9981225894409627,17.119999999999997,0.12561537239955534,0.1697633793870097,12.397304972489234,11.56827060505002,14.378208193410657,75.0242048384385
15998547,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.78,0.0329,0,0,0,31,0,0,0,0,0,0,0,0,0,17,11318,2078,77,4.589027911453321,3.1331416684656355,26.98701298701299,19.057733273904923,1.3171318575553417,0.9820350963130776,15.119999999999997,0.15351299326275264,0.3320500481231954,10.856210392110297,11.960153994225216,14.756829357015494,68.01382666899991
